Turning Movement Count,
15 Minute Counts,
DATE,TIME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR
11/19/2025,="1900",1,14,27,1,2,6,23,2,72,14,0,1,42,
11/19/2025,="1915",1,13,10,1,5,8,14,0,63,7,0,0,49,
11/19/2025,="1930",1,8,17,1,2,8,18,4,49,14,0,2,36,
11/19/2025,="1945",1,22,19,2,9,4,25,0,35,11,0,0,50,
11/19/2025,="2000",1,11,14,3,7,3,24,3,47,11,0,0,52,
11/19/2025,="2015",1,6,15,4,3,7,26,1,52,15,0,1,40,
11/19/2025,="2030",1,6,14,1,2,5,28,2,36,6,2,0,49,
11/19/2025,="2045",1,10,13,2,1,3,19,0,34,5,1,0,35,
11/19/2025,="2100",1,9,14,1,1,2,21,0,36,9,0,1,37,
11/19/2025,="2115",1,12,10,1,2,7,15,0,22,8,0,1,43,
11/19/2025,="2130",1,9,10,4,1,4,12,2,25,12,0,1,31,
11/19/2025,="2145",1,3,3,6,2,1,10,0,15,6,3,5,23,
11/19/2025,="2200",1,8,6,2,4,3,8,0,13,4,2,7,18,
11/19/2025,="2215",1,6,6,2,1,1,9,0,15,2,2,0,23,
11/19/2025,="2230",1,3,3,5,0,1,9,0,22,3,0,1,33,
11/19/2025,="2245",1,1,2,2,2,1,10,0,8,2,0,0,20,
11/19/2025,="2300",1,5,0,1,0,1,9,2,11,1,0,0,14,
11/19/2025,="2315",1,3,1,1,0,0,4,0,0,1,0,0,6,
11/19/2025,="2330",1,1,0,2,0,0,1,0,3,1,0,0,4,
11/19/2025,="2345",1,1,2,0,0,0,3,0,3,1,0,0,6,
11/20/2025,="0000",1,1,2,0,0,0,0,0,0,1,0,0,4,
11/20/2025,="0015",1,2,0,1,0,0,0,0,2,0,0,0,7,
11/20/2025,="0030",1,0,1,2,0,1,2,0,4,1,0,0,2,
11/20/2025,="0045",1,0,0,0,0,0,5,1,2,0,0,0,9,
11/20/2025,="0100",1,6,1,2,0,0,3,0,5,3,0,0,5,
11/20/2025,="0115",1,1,0,2,0,0,2,0,3,1,0,0,2,
11/20/2025,="0130",1,1,0,0,0,0,1,0,1,3,0,0,1,
11/20/2025,="0145",1,2,0,1,0,0,2,0,5,1,0,0,8,
11/20/2025,="0200",1,1,0,0,0,0,2,0,1,1,0,0,9,
11/20/2025,="0215",1,1,0,0,0,0,1,0,0,1,0,0,1,
11/20/2025,="0230",1,0,1,4,0,0,0,0,0,0,0,0,2,
11/20/2025,="0245",1,1,0,1,0,0,1,0,0,1,0,0,2,
11/20/2025,="0300",1,0,0,0,0,0,1,0,1,0,1,0,8,
11/20/2025,="0315",1,0,0,0,0,0,0,0,1,0,0,0,1,
11/20/2025,="0330",1,0,0,0,0,0,0,0,2,1,0,2,3,
11/20/2025,="0345",1,2,0,3,0,0,0,0,2,3,0,0,8,
11/20/2025,="0400",1,2,1,1,0,0,3,0,4,1,0,0,14,
11/20/2025,="0415",1,0,1,1,0,0,1,0,2,2,0,0,9,
11/20/2025,="0430",1,1,2,0,0,0,2,0,12,5,1,0,16,
11/20/2025,="0445",1,3,1,2,0,0,3,0,9,2,0,1,10,
11/20/2025,="0500",1,4,0,3,0,0,3,0,10,0,0,20,20,
11/20/2025,="0515",1,3,1,7,0,0,2,0,4,1,0,40,12,
11/20/2025,="0530",1,6,2,11,0,1,10,1,15,7,1,55,18,
11/20/2025,="0545",1,3,3,19,0,0,10,0,19,9,1,56,28,
11/20/2025,="0600",1,3,6,27,0,0,1,0,43,7,1,67,41,
11/20/2025,="0615",1,6,12,17,4,3,19,2,56,9,70,58,30,
11/20/2025,="0630",1,22,38,13,2,1,20,1,46,12,12,64,42,
11/20/2025,="0645",1,29,64,3,2,0,13,1,23,11,2,57,39,
11/20/2025,="0700",1,23,71,0,3,3,24,1,37,10,0,54,57,
11/20/2025,="0715",1,78,61,8,9,2,18,0,48,27,1,54,64,
11/20/2025,="0730",1,84,67,31,12,7,1,0,58,26,0,54,59,
11/20/2025,="0745",1,103,61,69,11,1,4,1,46,24,0,24,87,
11/20/2025,="0800",1,90,55,28,9,3,2,1,66,13,0,41,76,
11/20/2025,="0815",1,99,74,53,9,6,10,3,69,19,0,44,54,
11/20/2025,="0830",1,99,65,42,10,3,4,1,78,16,0,37,74,
11/20/2025,="0845",1,70,60,41,7,7,4,2,59,25,0,43,81,
11/20/2025,="0900",1,75,46,36,6,1,2,5,51,22,0,49,95,
11/20/2025,="0915",1,79,37,49,5,5,0,6,58,17,0,50,72,
11/20/2025,="0930",1,59,22,36,3,3,5,7,59,14,3,59,68,
11/20/2025,="0945",1,60,30,27,5,6,2,4,65,9,0,58,70,
11/20/2025,="1000",1,49,35,22,5,2,2,7,49,12,1,59,71,
11/20/2025,="1015",1,33,30,23,11,2,5,2,59,7,0,64,75,
11/20/2025,="1030",1,64,31,28,12,5,2,11,59,10,0,62,54,
11/20/2025,="1045",1,55,28,19,6,5,7,8,63,6,0,95,82,
11/20/2025,="1100",1,57,28,22,15,3,5,8,79,9,1,99,56,
11/20/2025,="1115",1,52,16,19,11,4,2,7,58,3,0,83,62,
11/20/2025,="1130",1,47,23,14,10,6,3,4,76,7,1,74,50,
11/20/2025,="1145",1,58,26,21,8,5,5,4,66,10,0,62,68,
11/20/2025,="1200",1,65,37,15,5,10,1,8,68,4,0,90,66,
11/20/2025,="1215",1,44,35,18,11,7,5,11,88,6,0,98,74,
11/20/2025,="1230",1,52,29,30,12,6,2,4,66,4,0,78,85,
11/20/2025,="1245",1,64,47,19,13,11,3,8,158,1,0,88,84,
11/20/2025,="1300",1,39,29,24,6,10,1,0,126,7,0,100,71,
11/20/2025,="1315",1,37,22,20,8,7,2,3,138,6,0,76,85,
11/20/2025,="1330",1,38,18,18,10,9,8,1,141,9,0,118,61,
11/20/2025,="1345",1,52,27,27,22,7,2,3,143,7,0,101,66,
11/20/2025,="1400",1,43,25,21,15,10,5,9,69,11,0,118,49,
11/20/2025,="1415",1,40,22,14,9,7,3,4,50,5,0,117,48,
11/20/2025,="1430",1,29,32,21,17,7,4,11,47,11,0,109,82,
11/20/2025,="1445",1,48,36,23,10,13,2,5,131,13,0,134,46,
11/20/2025,="1500",1,45,33,26,20,11,6,3,150,24,0,82,80,
11/20/2025,="1515",1,49,54,23,16,16,1,0,138,15,0,111,73,
11/20/2025,="1530",1,37,41,18,19,11,1,2,116,14,0,110,92,
11/20/2025,="1545",1,45,45,44,18,12,4,3,95,22,0,112,89,
11/20/2025,="1600",1,33,44,25,27,5,6,1,123,51,0,72,94,
11/20/2025,="1615",1,32,53,33,26,10,9,1,121,56,0,73,107,
11/20/2025,="1630",1,37,40,48,25,15,9,0,101,58,0,65,87,
11/20/2025,="1645",1,27,33,41,12,10,11,0,84,49,0,45,126,
11/20/2025,="1700",1,23,37,37,8,7,15,1,77,40,19,46,79,
11/20/2025,="1715",1,20,32,56,16,7,10,1,101,38,47,11,108,
11/20/2025,="1730",1,14,48,52,12,5,16,2,120,29,45,12,125,
11/20/2025,="1745",1,9,35,48,8,8,22,4,100,27,60,20,119,
11/20/2025,="1800",1,12,25,43,8,14,14,2,82,31,71,17,89,
11/20/2025,="1815",1,22,38,47,14,3,9,2,89,15,73,12,74,
11/20/2025,="1830",1,16,16,68,6,3,13,5,74,18,68,14,78,
11/20/2025,="1845",1,13,24,58,7,5,13,0,72,15,54,13,81,
11/20/2025,="1900",1,14,22,51,3,5,21,4,59,10,38,15,77,
11/20/2025,="1915",1,20,29,49,3,5,29,2,58,9,26,11,73,
11/20/2025,="1930",1,7,20,30,6,5,27,3,59,14,28,13,89,
11/20/2025,="1945",1,18,13,26,6,3,19,1,58,14,41,12,64,
11/20/2025,="2000",1,11,14,32,7,4,9,0,50,6,23,10,52,
11/20/2025,="2015",1,17,14,34,5,4,10,0,28,9,25,11,51,
11/20/2025,="2030",1,11,15,22,1,3,20,0,35,7,11,4,63,
11/20/2025,="2045",1,12,10,23,3,2,14,1,31,5,14,10,48,
11/20/2025,="2100",1,5,14,24,4,3,15,0,25,8,7,4,31,
11/20/2025,="2115",1,7,7,31,5,5,14,2,32,5,14,4,53,
11/20/2025,="2130",1,10,4,29,1,1,6,0,29,3,18,10,45,
11/20/2025,="2145",1,3,2,33,2,4,6,1,27,2,11,6,36,
11/20/2025,="2200",1,9,2,29,3,3,9,0,16,4,2,7,22,
11/20/2025,="2215",1,0,8,44,3,1,11,0,19,2,7,7,40,
11/20/2025,="2230",1,4,4,24,2,0,4,1,14,3,7,1,27,
11/20/2025,="2245",1,4,4,18,0,0,4,0,15,4,1,5,18,
11/20/2025,="2300",1,2,1,19,4,0,3,0,9,0,5,2,13,
11/20/2025,="2315",1,1,1,15,0,0,2,0,6,0,2,2,11,
11/20/2025,="2330",1,6,0,22,0,2,2,0,6,1,9,5,6,
11/20/2025,="2345",1,7,0,17,0,1,2,0,9,3,3,1,13,
11/21/2025,="0000",1,7,0,12,0,0,3,0,6,0,1,0,6,
11/21/2025,="0015",1,6,2,12,0,0,0,0,4,1,1,0,5,
11/21/2025,="0030",1,2,1,19,0,0,1,0,2,0,3,2,8,
11/21/2025,="0045",1,1,1,15,0,0,1,0,2,0,2,4,7,
11/21/2025,="0100",1,3,0,17,0,0,4,0,2,0,3,2,6,
11/21/2025,="0115",1,3,0,14,0,0,2,0,5,2,0,0,5,
11/21/2025,="0130",1,2,1,17,0,0,0,0,2,0,1,0,4,
11/21/2025,="0145",1,1,0,28,1,0,1,1,3,2,0,2,5,
11/21/2025,="0200",1,1,1,36,0,0,2,0,2,0,1,0,5,
11/21/2025,="0215",1,1,0,20,1,0,2,0,1,0,0,3,6,
11/21/2025,="0230",1,1,2,6,0,0,0,0,1,1,1,0,8,
11/21/2025,="0245",1,0,0,7,0,0,1,0,0,0,2,0,5,
11/21/2025,="0300",1,0,0,11,0,0,1,0,3,0,1,1,4,
11/21/2025,="0315",1,0,1,10,0,0,0,0,1,2,5,0,6,
11/21/2025,="0330",1,0,0,7,0,1,1,0,4,2,5,3,7,
11/21/2025,="0345",1,0,0,14,0,0,1,0,6,1,4,0,9,
11/21/2025,="0400",1,2,1,12,2,0,2,0,1,2,1,1,9,
11/21/2025,="0415",1,1,1,13,3,0,2,0,0,2,7,5,18,
11/21/2025,="0430",1,0,2,20,1,0,1,0,7,3,6,3,9,
11/21/2025,="0445",1,1,2,26,2,0,4,0,8,6,7,2,24,
11/21/2025,="0500",1,1,0,29,0,0,5,0,9,8,0,41,15,
11/21/2025,="0515",1,3,0,50,0,1,5,0,12,10,1,43,25,
11/21/2025,="0530",1,3,5,34,0,0,4,0,22,11,2,63,32,
11/21/2025,="0545",1,5,2,40,0,0,7,1,27,14,0,63,28,
11/21/2025,="0600",1,3,4,37,0,1,8,2,41,12,5,80,35,
11/21/2025,="0615",1,4,3,52,2,1,24,2,43,14,1,81,40,
11/21/2025,="0630",1,17,35,20,1,1,23,3,46,13,0,62,46,
11/21/2025,="0645",1,32,62,7,0,0,15,0,38,13,0,76,39,
11/21/2025,="0700",1,77,54,11,6,4,8,2,33,7,0,90,47,
11/21/2025,="0715",1,94,57,13,4,8,3,4,65,13,0,94,44,
11/21/2025,="0730",1,107,85,16,8,8,0,1,48,3,0,85,54,
11/21/2025,="0745",1,114,69,13,10,4,4,3,39,2,0,86,81,
11/21/2025,="0800",1,105,61,21,11,6,1,1,35,2,0,79,65,
11/21/2025,="0815",1,102,56,23,7,3,1,3,45,2,0,69,74,
11/21/2025,="0830",1,102,43,15,7,3,3,1,50,8,1,58,64,
11/21/2025,="0845",1,71,39,23,6,4,2,1,48,4,1,82,59,
11/21/2025,="0900",1,50,21,29,10,5,5,2,43,1,0,71,73,
11/21/2025,="0915",1,58,27,31,9,4,4,2,62,7,6,43,72,
11/21/2025,="0930",1,61,32,37,6,2,4,1,56,6,1,53,67,
11/21/2025,="0945",1,50,24,32,5,9,4,1,64,9,3,69,57,
11/21/2025,="1000",1,78,25,26,16,9,4,0,54,2,4,56,71,
11/21/2025,="1015",1,42,28,33,12,4,1,3,69,13,4,67,61,
11/21/2025,="1030",1,55,24,21,15,13,4,2,55,14,5,47,65,
11/21/2025,="1045",1,54,17,26,6,4,2,3,70,9,12,46,64,
11/21/2025,="1100",1,53,26,15,12,1,4,2,67,17,3,66,58,
11/21/2025,="1115",1,71,30,31,13,5,6,1,58,13,17,60,69,
11/21/2025,="1130",1,61,27,11,16,6,2,2,78,17,10,51,69,
11/21/2025,="1145",1,60,29,21,12,9,5,2,72,24,10,67,74,
11/21/2025,="1200",1,52,23,27,12,5,3,3,62,19,29,61,57,
11/21/2025,="1215",1,70,39,23,12,11,2,3,61,22,8,52,70,
11/21/2025,="1230",1,51,25,21,20,7,4,2,53,25,11,61,66,
11/21/2025,="1245",1,66,21,26,10,7,4,3,66,21,18,59,72,
11/21/2025,="1300",1,40,31,19,12,11,4,4,61,23,4,60,72,
11/21/2025,="1315",1,35,23,22,15,11,5,3,54,34,20,60,63,
11/21/2025,="1330",1,53,34,16,19,10,2,1,39,18,23,80,72,
11/21/2025,="1345",1,55,35,22,20,11,2,0,118,21,15,59,73,
11/21/2025,="1400",1,50,30,13,9,6,5,0,95,21,57,66,66,
11/21/2025,="1415",1,46,27,22,8,4,0,1,101,25,50,62,56,
11/21/2025,="1430",1,27,39,2,15,7,4,3,87,42,97,77,66,
11/21/2025,="1445",1,37,31,13,12,4,5,1,93,40,80,69,83,
11/21/2025,="1500",1,44,43,12,14,11,1,2,123,22,38,83,71,
11/21/2025,="1515",1,46,55,11,22,5,0,4,120,27,73,52,73,
11/21/2025,="1530",1,32,57,1,24,15,3,10,100,23,113,49,60,
11/21/2025,="1545",1,54,41,2,13,11,3,8,94,27,29,65,83,
11/21/2025,="1600",1,24,39,2,10,10,3,25,102,24,7,68,92,
11/21/2025,="1615",1,35,37,2,28,9,7,7,136,33,16,82,69,
11/21/2025,="1630",1,38,35,1,41,8,1,1,144,33,2,85,80,
11/21/2025,="1645",1,44,40,1,70,7,1,1,156,21,0,125,62,
11/21/2025,="1700",1,51,45,13,16,12,1,2,149,18,2,97,69,
11/21/2025,="1715",1,45,41,3,5,5,5,0,106,27,0,91,42,
11/21/2025,="1730",1,23,47,4,4,12,20,0,86,30,1,99,77,
11/21/2025,="1745",1,18,42,2,2,9,17,1,72,16,2,94,56,
11/21/2025,="1800",1,25,35,5,3,12,21,2,45,24,0,6,32,
11/21/2025,="1815",1,22,52,2,7,9,16,2,63,16,0,0,41,
11/21/2025,="1830",1,22,35,1,7,6,30,1,58,16,0,0,42,
11/21/2025,="1845",1,23,38,0,1,6,29,2,68,5,2,0,43,
11/21/2025,="1900",1,23,27,1,5,9,26,3,60,10,0,1,36,
11/21/2025,="1915",1,12,15,6,1,2,29,2,63,16,0,0,39,
11/21/2025,="1930",1,12,26,7,2,5,35,4,49,13,0,0,52,
11/21/2025,="1945",1,10,27,1,3,3,27,0,48,10,0,0,50,
11/21/2025,="2000",1,12,19,4,3,7,22,1,56,14,0,1,37,
11/21/2025,="2015",1,7,29,4,7,5,25,1,53,16,0,0,40,
11/21/2025,="2030",1,9,15,3,3,9,26,1,42,7,0,0,36,
11/21/2025,="2045",1,12,9,4,2,9,29,2,41,9,0,0,19,
11/21/2025,="2100",1,6,12,6,3,2,17,3,49,13,1,1,23,
11/21/2025,="2115",1,10,14,5,3,4,33,0,32,21,0,2,46,
11/21/2025,="2130",1,6,6,5,0,4,14,0,31,8,0,2,23,
11/21/2025,="2145",1,8,5,8,1,2,23,0,35,12,0,2,28,
11/21/2025,="2200",1,4,10,4,0,9,13,2,29,12,0,2,22,
11/21/2025,="2215",1,3,8,3,1,4,16,0,35,11,0,0,24,
11/21/2025,="2230",1,6,7,2,1,4,9,0,26,6,0,1,21,
11/21/2025,="2245",1,5,7,7,1,3,6,1,16,4,0,2,17,
11/21/2025,="2300",1,6,3,3,1,4,10,0,19,2,0,0,14,
11/21/2025,="2315",1,6,2,3,0,1,12,0,16,1,0,1,12,
11/21/2025,="2330",1,5,1,2,0,0,8,0,5,3,0,1,9,
11/21/2025,="2345",1,4,2,1,0,0,11,0,7,3,0,1,14,
11/22/2025,="0000",1,4,0,2,0,0,8,0,8,2,0,0,11,
11/22/2025,="0015",1,3,1,1,0,0,3,0,3,0,0,0,9,
11/22/2025,="0030",1,2,0,1,0,0,4,1,3,1,1,0,0,
11/22/2025,="0045",1,4,1,3,0,0,7,0,2,1,0,0,4,
11/22/2025,="0100",1,3,0,0,0,0,4,0,6,3,0,1,9,
11/22/2025,="0115",1,4,0,0,0,0,4,1,3,1,0,0,4,
11/22/2025,="0130",1,0,1,1,0,0,1,0,2,2,0,0,3,
11/22/2025,="0145",1,3,0,3,0,0,3,0,1,0,1,2,3,
11/22/2025,="0200",1,6,0,2,0,0,5,0,3,0,0,0,4,
11/22/2025,="0215",1,1,0,3,3,0,3,0,3,0,0,1,4,
11/22/2025,="0230",1,1,1,1,0,0,0,0,1,1,0,1,0,
11/22/2025,="0245",1,1,0,1,0,0,2,0,0,0,0,1,5,
11/22/2025,="0300",1,0,0,1,0,0,0,0,0,1,0,0,2,
11/22/2025,="0315",1,0,1,0,0,0,1,0,0,1,0,0,1,
11/22/2025,="0330",1,0,0,1,0,1,1,0,1,2,0,0,2,
11/22/2025,="0345",1,0,1,0,0,0,0,0,4,1,0,1,6,
11/22/2025,="0400",1,1,0,0,0,0,1,0,2,0,0,0,2,
11/22/2025,="0415",1,0,1,3,0,0,2,0,0,1,0,0,9,
11/22/2025,="0430",1,3,2,3,1,0,2,0,1,1,0,1,7,
11/22/2025,="0445",1,1,0,3,0,0,2,0,1,3,0,3,17,
11/22/2025,="0500",1,1,1,4,0,0,3,0,2,2,0,21,8,
11/22/2025,="0515",1,1,1,1,1,0,4,0,8,1,0,10,5,
11/22/2025,="0530",1,0,1,4,0,0,2,0,7,4,1,26,11,
11/22/2025,="0545",1,7,0,1,0,0,6,0,9,0,0,20,20,
11/22/2025,="0600",1,3,1,3,0,0,12,0,13,4,0,20,23,
11/22/2025,="0615",1,3,0,4,0,0,10,0,13,6,1,29,25,
11/22/2025,="0630",1,2,1,1,0,0,6,0,29,8,0,47,23,
11/22/2025,="0645",1,4,4,1,0,0,3,0,33,14,0,44,24,
11/22/2025,="0700",1,9,7,6,1,0,2,0,29,1,0,43,30,
11/22/2025,="0715",1,24,5,2,2,0,0,1,38,2,0,51,21,
11/22/2025,="0730",1,21,7,3,3,2,0,0,39,2,0,55,28,
11/22/2025,="0745",1,28,7,2,1,1,0,3,48,3,0,39,35,
11/22/2025,="0800",1,17,8,3,5,1,0,0,50,4,0,46,40,
11/22/2025,="0815",1,33,10,10,0,2,1,1,52,5,0,48,51,
11/22/2025,="0830",1,25,13,5,1,2,4,1,64,1,0,59,30,
11/22/2025,="0845",1,36,15,11,4,4,1,2,81,2,0,55,52,
11/22/2025,="0900",1,34,14,7,2,0,0,2,98,0,0,69,49,
11/22/2025,="0915",1,42,15,9,4,3,0,1,121,3,1,67,53,
11/22/2025,="0930",1,34,21,10,6,4,1,1,98,3,0,63,61,
11/22/2025,="0945",1,56,21,10,8,5,1,2,148,2,0,96,45,
11/22/2025,="1000",1,48,25,12,4,6,2,1,126,1,1,83,62,
11/22/2025,="1015",1,47,27,9,10,8,1,3,147,4,0,84,50,
11/22/2025,="1030",1,55,19,18,12,3,4,1,136,4,1,75,69,
11/22/2025,="1045",1,55,21,12,7,5,2,1,148,4,0,97,63,
11/22/2025,="1100",1,55,28,10,10,10,1,1,172,7,0,96,61,
11/22/2025,="1115",1,60,19,11,10,11,5,2,59,3,0,90,69,
11/22/2025,="1130",1,43,16,11,9,4,7,6,81,5,0,106,46,
11/22/2025,="1145",1,62,31,14,8,7,2,2,167,4,0,101,60,
11/22/2025,="1200",1,66,37,10,14,10,4,3,150,1,0,120,73,
11/22/2025,="1215",1,47,25,15,12,10,5,1,184,3,0,105,66,
11/22/2025,="1230",1,42,26,13,8,6,5,1,135,2,0,116,60,
11/22/2025,="1245",1,43,25,14,6,7,6,2,160,7,0,98,62,
11/22/2025,="1300",1,37,41,15,6,7,3,2,133,2,0,113,63,
11/22/2025,="1315",1,40,18,11,10,4,3,1,153,7,0,114,84,
11/22/2025,="1330",1,41,31,13,20,8,6,4,120,8,0,121,59,
11/22/2025,="1345",1,46,19,12,14,5,3,3,137,7,0,113,70,
11/22/2025,="1400",1,35,22,13,18,11,2,1,148,3,0,100,61,
11/22/2025,="1415",1,43,6,12,11,9,1,2,163,6,0,101,60,
11/22/2025,="1430",1,35,15,12,11,5,2,0,147,3,0,118,53,
11/22/2025,="1445",1,38,17,12,7,8,3,1,134,1,0,93,70,
11/22/2025,="1500",1,28,8,6,12,10,5,3,126,3,0,130,71,
11/22/2025,="1515",1,40,24,9,7,8,3,1,113,6,0,115,50,
11/22/2025,="1530",1,32,13,12,10,10,5,3,126,3,0,109,72,
11/22/2025,="1545",1,41,14,7,10,5,2,5,109,1,0,94,73,
11/22/2025,="1600",1,37,18,16,5,3,1,1,124,5,0,120,59,
11/22/2025,="1615",1,40,12,9,4,5,3,0,120,5,0,101,73,
11/22/2025,="1630",1,54,20,10,5,5,4,2,103,6,0,115,53,
11/22/2025,="1645",1,55,15,10,7,7,2,1,134,2,0,121,68,
11/22/2025,="1700",1,65,29,6,6,7,11,2,96,8,0,100,70,
11/22/2025,="1715",1,28,24,14,1,3,38,1,54,9,0,108,45,
11/22/2025,="1730",1,25,25,15,2,11,40,1,71,15,0,81,95,
11/22/2025,="1745",1,22,19,15,3,4,34,3,58,17,0,77,69,
11/22/2025,="1800",1,23,19,14,2,4,41,2,60,17,0,3,55,
11/22/2025,="1815",1,15,11,9,1,11,52,2,72,16,0,0,65,
11/22/2025,="1830",1,14,17,19,1,4,38,0,108,13,0,0,52,
11/22/2025,="1845",1,16,16,15,0,6,25,3,72,20,0,0,32,
11/22/2025,="1900",1,10,20,13,1,5,26,0,75,16,0,0,50,
11/22/2025,="1915",1,9,16,11,2,8,32,0,55,20,1,0,46,
11/22/2025,="1930",1,9,21,14,3,6,27,2,39,9,0,1,36,
11/22/2025,="1945",1,9,22,8,1,8,20,1,50,15,0,1,43,
11/22/2025,="2000",1,9,13,12,4,4,30,3,53,9,0,1,40,
11/22/2025,="2015",1,5,9,12,1,4,28,0,56,12,0,1,39,
11/22/2025,="2030",1,14,15,4,1,6,24,2,39,14,0,0,49,
11/22/2025,="2045",1,8,10,6,2,1,19,2,45,6,0,0,39,
11/22/2025,="2100",1,8,10,9,3,5,17,0,31,9,0,0,31,
11/22/2025,="2115",1,7,12,4,0,3,18,3,27,2,0,2,40,
11/22/2025,="2130",1,3,10,1,3,2,11,2,21,8,0,0,33,
11/22/2025,="2145",1,5,9,8,0,2,17,0,29,9,0,1,29,
11/22/2025,="2200",1,7,8,7,3,5,4,0,40,12,0,0,21,
11/22/2025,="2215",1,5,4,5,0,3,13,0,26,10,0,1,23,
11/22/2025,="2230",1,3,6,3,1,3,6,0,11,7,0,1,21,
11/22/2025,="2245",1,3,5,2,0,2,6,0,18,9,0,0,12,
11/22/2025,="2300",1,10,9,4,2,4,7,0,12,2,0,0,24,
11/22/2025,="2315",1,3,1,7,0,3,7,0,20,6,0,0,18,
11/22/2025,="2330",1,2,1,1,0,1,8,0,11,2,0,1,17,
11/22/2025,="2345",1,2,5,2,0,2,7,0,9,3,0,0,13,
11/16/2025,="0000",2,10,5,2,4,4,7,4,27,2,2,41,8,
11/16/2025,="0015",2,6,7,3,7,4,9,7,27,1,1,36,8,
11/16/2025,="0030",2,4,6,0,6,9,3,4,23,5,1,21,10,
11/16/2025,="0045",2,3,4,2,1,5,10,4,17,4,3,22,13,
11/16/2025,="0100",2,2,0,1,0,1,2,2,9,0,2,21,4,
11/16/2025,="0115",2,2,2,1,6,3,9,4,14,3,2,18,3,
11/16/2025,="0130",2,2,2,1,2,5,7,1,15,3,0,20,4,
11/16/2025,="0145",2,6,4,3,3,0,1,4,17,0,0,18,3,
11/16/2025,="0200",2,2,3,2,2,1,3,3,12,1,2,15,3,
11/16/2025,="0215",2,4,2,1,5,1,7,1,12,3,0,22,2,
11/16/2025,="0230",2,0,0,0,0,1,4,1,14,1,0,21,2,
11/16/2025,="0245",2,2,1,1,1,2,4,3,10,0,1,15,1,
11/16/2025,="0300",2,0,1,1,3,2,7,2,7,0,1,8,8,
11/16/2025,="0315",2,0,0,0,1,1,6,3,8,0,1,23,0,
11/16/2025,="0330",2,2,0,0,1,0,8,2,11,0,0,35,1,
11/16/2025,="0345",2,3,6,2,8,1,6,1,10,3,2,38,7,
11/16/2025,="0400",2,2,1,0,0,2,4,6,11,0,0,20,3,
11/16/2025,="0415",2,2,0,2,1,3,2,3,14,2,0,19,0,
11/16/2025,="0430",2,5,0,1,2,1,16,9,35,3,0,67,2,
11/16/2025,="0445",2,9,1,1,1,0,16,1,25,4,0,71,4,
11/16/2025,="0500",2,2,2,7,2,3,7,6,41,3,0,10,3,
11/16/2025,="0515",2,0,2,2,2,2,9,4,21,5,0,7,3,
11/16/2025,="0530",2,3,6,1,3,3,5,3,41,3,1,15,4,
11/16/2025,="0545",2,2,4,3,13,2,13,23,28,6,2,18,1,
11/16/2025,="0600",2,0,4,1,6,5,11,5,30,1,2,27,3,
11/16/2025,="0615",2,3,8,4,5,5,11,12,33,3,2,29,10,
11/16/2025,="0630",2,4,5,4,11,5,9,10,46,2,0,23,10,
11/16/2025,="0645",2,4,10,5,6,6,11,17,36,5,1,32,5,
11/16/2025,="0700",2,6,12,4,17,9,22,19,62,3,4,44,4,
11/16/2025,="0715",2,15,18,5,10,7,17,29,68,1,1,4,10,
11/16/2025,="0730",2,22,11,8,28,17,16,28,92,3,0,1,6,
11/16/2025,="0745",2,20,18,10,41,12,15,16,118,6,0,8,12,
11/16/2025,="0800",2,14,23,21,24,25,19,31,123,7,5,37,13,
11/16/2025,="0815",2,11,33,20,22,11,17,22,140,10,11,47,9,
11/16/2025,="0830",2,13,36,16,25,27,24,23,163,10,12,58,10,
11/16/2025,="0845",2,35,32,22,29,26,26,38,169,10,6,73,17,
11/16/2025,="0900",2,24,29,30,25,38,32,36,202,27,12,68,11,
11/16/2025,="0915",2,14,34,23,35,43,23,34,186,19,19,98,12,
11/16/2025,="0930",2,29,36,28,37,29,27,50,204,20,16,93,28,
11/16/2025,="0945",2,33,35,29,40,33,28,41,246,21,15,122,19,
11/16/2025,="1000",2,25,55,28,39,62,31,62,191,18,21,96,23,
11/16/2025,="1015",2,23,41,29,47,35,40,32,227,18,18,131,38,
11/16/2025,="1030",2,24,59,29,48,54,41,41,220,29,13,119,24,
11/16/2025,="1045",2,32,50,17,53,50,40,35,187,17,21,107,33,
11/16/2025,="1100",2,39,48,22,34,51,25,34,166,18,20,143,32,
11/16/2025,="1115",2,35,34,22,53,46,57,32,215,16,22,150,38,
11/16/2025,="1130",2,35,37,29,39,50,51,65,269,31,12,158,37,
11/16/2025,="1145",2,42,49,21,53,69,61,62,224,23,31,180,41,
11/16/2025,="1200",2,47,57,22,52,75,64,36,215,27,29,214,41,
11/16/2025,="1215",2,64,70,18,66,52,68,38,221,23,26,171,39,
11/16/2025,="1230",2,61,69,15,72,72,65,58,163,16,36,205,52,
11/16/2025,="1245",2,54,76,23,53,66,64,42,173,25,29,241,62,
11/16/2025,="1300",2,28,56,21,56,55,64,47,153,20,32,168,35,
11/16/2025,="1315",2,27,48,16,48,44,59,41,194,28,19,226,39,
11/16/2025,="1330",2,42,58,19,51,65,67,44,181,14,20,182,51,
11/16/2025,="1345",2,43,51,24,35,52,54,42,187,26,21,200,41,
11/16/2025,="1400",2,56,57,19,46,50,62,47,177,21,29,189,41,
11/16/2025,="1415",2,39,53,16,49,61,46,50,173,17,18,189,40,
